Season,Site,Transect,Transect #,Achnanthes (Karayevia) amoena,Amphora acutiuscula (vmsp3),Amphora coffeaeformis aponina,Amphora (Halamphora) punctata,Amphora sulcata,Amphora veneta,Brachysira aponina,Brachysira cf. aponina,Brachysira microcephela,Caponea caribbea,Cyclotella distinguenda,Diploneis oblongella,Diploneis parma,Diploneis vmsp1,Encyonema evergladianum,Encyonema mesianum,Encyonema silesiacum elegans,Encyonema sjsp03,Encyonopsis microcephela,Envekadea metezeltinii,Envekadea vanlandinghamii,Fragilaria ftsp16,Fragilaria minuscula,Fragilaria nanana,Fragilaria synegrotesca,Gomphonema intricatum vibrio,Kobayasiella parasubtilissima,Kobayasiella subtilissima,Mastogloia asperuloides,Mastogloia braunii,Mastogloia calcarea,Mastogloia lanceolata,Mastogloia pseduosmithii,Navicula bulnheimii,Navicula cryptotenella (vmsp7),Navicula duerrenbergiana,Navicula lenzii,Navicula radiosa,Navicula salinarum,Navicula salinicola,Nitzschia acicularis,Nitzschia ftsp16,Nitzschia microcephela,Nitzscia microcephela cf (wider),Nitzschia nana,Nitzschia palea debilis,Nitzschia cf scalaris,Nitzschia serpentiraphe,Parlibellus pandelriformis,Pinnularia major,Pleurosigma salinarum,Pleurosira vmsp1,Sellaphora laevissima,Sellaphora stoermii,Seminavis eulenstenii,Seminavis pusilla,Seminavis witkowskii,Stauroneis phoenicentron,Stephanocyclus (cyclotella) meneghiniana,Synedra filiformis exilis
Wet2014,SAL_6SS2,SAL6,3,0,0.004,0,0,0.215,0,0,0,0.192,0,0,0.054,0.011,0,0,0,0,0,0,0,0.008,0.019,0.004,0,0.034,0,0,0,0,0,0.111,0.13,0,0,0,0,0,0,0,0,0,0.027,0,0,0.004,0.065,0,0,0,0,0,0,0,0,0,0.069,0,0,0.019,0.004
Dry2015,MPR_0,MPR,1,0,0,0,0,0,0,0,0,0.269,0,0.004,0.015,0.012,0,0.431,0.012,0.004,0,0,0,0,0,0,0,0.006,0,0,0.012,0,0,0.104,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0.008,0,0.062,0,0,0,0,0.035,0.012,0,0,0,0,0,0
Dry2015,MPR_1,MPR,1,0,0,0,0,0,0,0,0,0.027,0,0.027,0.018,0.027,0,0.276,0.154,0.072,0,0.009,0,0,0,0,0,0,0.036,0,0,0,0,0.109,0,0,0,0.036,0,0,0,0,0.018,0,0,0,0,0,0.081,0,0.036,0,0,0,0,0.036,0,0,0,0,0,0.018,0
Dry2015,MPR_2,MPR,1,0,0,0,0,0,0,0,0,0.234,0,0,0.004,0.004,0,0.571,0.03,0,0,0,0,0,0,0,0,0.004,0,0,0.011,0,0,0.064,0,0.004,0,0.008,0,0,0,0,0,0,0,0,0,0,0.042,0,0.006,0,0,0,0,0.019,0,0,0,0,0,0,0
Dry2015,MPR_3,MPR,1,0,0,0,0,0,0,0,0,0.071,0,0,0.016,0.008,0,0.565,0.012,0.008,0.02,0.078,0,0,0,0,0,0.004,0,0,0.016,0,0,0.039,0,0.004,0,0.008,0,0,0,0,0.004,0,0,0,0,0,0.11,0,0.008,0,0.008,0,0,0.02,0.004,0,0,0,0,0,0
Dry2015,MPR_4,MPR,1,0,0,0,0,0,0,0,0,0.078,0.002,0,0.019,0.008,0,0.465,0.062,0.008,0.008,0.023,0,0,0,0,0,0,0,0,0.016,0,0,0.05,0,0.004,0,0.008,0,0,0,0,0,0,0,0.002,0,0,0.171,0,0.016,0,0,0,0,0.012,0.05,0,0,0,0,0,0
Dry2015,MPR_5,MPR,1,0,0,0,0,0,0,0,0,0.061,0.004,0,0.008,0.004,0,0.549,0.011,0.004,0,0.087,0,0,0.002,0,0,0.008,0.006,0,0.004,0,0,0.019,0,0,0,0.019,0,0,0.004,0,0,0,0.004,0,0,0,0.186,0,0.011,0,0,0,0,0,0.008,0,0.004,0,0,0,0
Dry2015,MPR_6,MPR,1,0,0,0,0,0,0,0,0,0.057,0,0,0.004,0,0,0.73,0.006,0,0,0.011,0,0,0,0,0,0.004,0,0,0.004,0,0,0.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0.015,0,0,0,0,0,0.008,0,0,0,0,0,0
Dry2015,MPR_7,MPR,1,0,0,0,0,0,0,0,0,0.039,0.004,0,0,0.004,0,0.664,0.006,0,0,0.004,0,0,0.002,0,0,0.004,0,0,0.004,0,0,0.12,0,0,0,0,0,0,0.004,0,0,0,0.015,0,0,0,0.112,0,0.008,0,0,0,0,0.008,0.004,0,0,0,0,0,0
Dry2015,MPR_8,MPR,1,0,0,0,0,0.004,0,0,0,0.066,0,0,0,0.004,0,0.602,0.008,0,0,0.004,0,0,0,0,0,0.004,0,0,0.008,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0.113,0,0,0,0.151,0,0.002,0,0,0,0,0.002,0.002,0,0.004,0,0,0,0
Dry2015,MPR_9,MPR,1,0,0,0,0,0.045,0,0,0,0.076,0.004,0,0,0.004,0,0.163,0.038,0.004,0,0.002,0,0,0,0,0,0.125,0.008,0,0.061,0,0,0.356,0.008,0,0,0.004,0,0,0.053,0,0.004,0,0.008,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0.002
Dry2015,MPR_10,MPR,1,0,0.002,0,0,0,0.007,0.004,0,0.026,0,0,0.011,0,0,0.007,0,0,0,0.033,0.004,0.004,0.167,0.041,0,0.007,0.007,0,0,0,0.026,0.022,0.015,0.004,0,0,0,0,0,0,0.112,0,0.011,0,0,0.004,0.004,0,0,0,0,0.004,0,0,0,0,0.015,0.071,0,0.357,0.002
Dry2015,MPR_11,MPR,1,0,0,0,0,0.088,0,0,0,0.05,0.004,0,0.015,0.004,0,0.127,0.004,0,0,0,0,0,0.015,0,0,0.096,0.004,0,0.008,0,0,0.299,0.031,0,0,0,0,0,0,0,0,0,0.111,0,0,0,0.046,0,0,0,0,0,0,0,0.002,0,0.088,0,0,0,0.004
Dry2015,MPR_12,MPR,1,0,0,0,0,0.042,0,0,0,0.093,0,0,0.004,0,0,0.057,0,0,0,0,0.004,0,0.253,0.017,0,0.076,0,0,0,0,0,0.101,0.008,0.002,0,0,0,0,0,0,0,0,0.042,0,0,0,0.017,0,0.004,0,0,0,0,0,0,0,0.249,0,0,0,0
Dry2015,MPR_13,MPR,1,0,0,0,0.002,0,0,0,0,0.002,0,0,0.006,0,0,0,0,0,0,0,0.004,0,0.193,0.039,0,0.193,0.008,0,0,0,0,0.387,0.004,0.004,0,0,0,0,0,0,0,0,0.004,0,0,0.012,0.032,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0.004
Dry2015,SAL_1N,SAL1,2,0,0,0,0,0,0,0,0,0.15,0.004,0,0.004,0.004,0,0.459,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0.115,0,0,0,0,0.008,0.012,0,0,0,0,0.002,0
Dry2015,SAL_1C,SAL1,2,0,0,0,0,0,0,0,0,0.058,0,0,0,0,0,0.651,0.01,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0.031,0,0,0,0,0,0.004,0,0,0,0,0,0
Dry2015,SAL_1S,SAL1,2,0,0,0,0,0,0,0,0,0.08,0.002,0,0.004,0,0,0.697,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.057,0,0.015,0,0,0,0,0.004,0.004,0,0,0,0,0,0
Dry2015,SAL_1SS1,SAL1,2,0,0,0,0,0,0,0,0,0.065,0,0,0,0,0,0.552,0.015,0,0.008,0.023,0,0,0,0,0,0.092,0,0.015,0.004,0,0,0.188,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0.023,0,0.004,0,0,0,0,0.004,0,0,0,0,0,0.004,0
Dry2015,SAL_1SS2,SAL1,2,0,0,0,0,0.016,0,0,0,0.062,0.012,0,0.016,0,0,0.428,0.012,0,0,0,0,0,0.054,0,0,0.093,0,0,0.002,0,0,0.113,0.002,0,0,0,0,0,0,0,0,0,0.089,0,0,0,0.066,0,0.004,0,0,0,0,0,0,0,0.027,0,0,0.004,0
Dry2015,SAL_2N,SAL2,4,0,0,0,0,0.008,0,0,0,0.083,0.004,0,0,0.008,0,0.62,0.041,0,0.004,0,0,0,0,0,0,0.019,0,0,0.004,0,0,0.075,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.094,0,0,0,0,0,0,0.004,0.004,0,0.015,0,0,0.004,0
Dry2015,SAL_2C,SAL2,4,0,0,0,0,0.027,0,0,0,0.027,0.015,0,0.015,0.004,0,0.535,0.008,0,0.002,0,0.015,0,0.004,0,0,0,0,0,0,0,0,0.233,0.008,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0.065,0,0,0,0,0,0,0,0.004,0,0.015,0,0,0,0
Dry2015,SAL_2S,SAL2,4,0,0,0,0,0.077,0,0,0,0.012,0.012,0,0,0,0.002,0.352,0,0,0,0,0.004,0,0.044,0,0,0.004,0,0,0,0,0,0.125,0.032,0,0,0,0,0.008,0,0,0,0,0.202,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0.048,0,0,0.028,0
Dry2015,SAL_2SS1,SAL2,4,0,0.02,0.024,0,0.012,0,0.004,0.083,0.004,0.024,0,0.004,0,0,0.052,0,0,0,0,0.099,0,0.111,0,0.008,0.044,0,0,0,0,0,0.008,0.008,0,0.01,0,0,0,0,0.198,0.079,0.01,0.091,0,0,0,0.02,0,0,0,0.002,0,0,0,0,0.032,0.036,0,0,0.008,0.004
Dry2015,SAL_3N,SAL3,5,0,0.034,0.027,0.008,0,0,0.008,0.133,0.011,0.027,0,0.049,0,0,0.008,0,0,0,0,0,0.03,0.205,0,0,0.023,0,0,0.004,0,0.004,0.004,0.008,0,0.004,0.004,0.008,0.002,0,0.178,0,0.049,0.03,0,0,0,0.011,0,0,0,0,0.004,0,0,0,0.049,0.057,0.004,0,0.004,0.004
Dry2015,SAL_3C,SAL3,5,0,0,0,0,0.002,0,0,0,0.034,0.008,0,0.011,0,0,0.514,0,0,0,0,0.023,0,0.049,0,0,0,0.002,0,0,0,0,0.102,0.011,0,0,0.004,0,0.004,0,0,0,0,0.091,0,0,0,0.095,0,0,0,0,0,0,0,0,0,0.045,0,0,0.004,0
Dry2015,SAL_3S,SAL3,5,0,0,0.004,0,0.023,0,0.008,0,0.078,0,0,0.004,0.008,0,0.444,0,0,0,0,0.012,0.019,0.054,0,0.039,0.027,0,0,0,0,0,0.113,0,0,0,0,0,0.004,0,0.008,0,0.012,0.016,0.004,0,0,0.062,0,0,0,0,0,0,0,0,0,0.016,0,0.019,0.004,0
Dry2015,SAL_4N,SAL4,6,0,0,0,0,0.002,0,0,0,0.028,0,0,0,0,0,0.487,0.008,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0.02,0,0,0,0,0,0.004,0,0,0,0,0,0
Dry2015,SAL_4C,SAL4,6,0,0,0,0.008,0.043,0,0,0,0.224,0.02,0,0.024,0.012,0,0.027,0,0,0,0,0.008,0.004,0.024,0,0.027,0.012,0,0,0,0,0,0.012,0.012,0,0.004,0,0,0.004,0.008,0.006,0,0,0.075,0.09,0,0,0.09,0,0,0,0,0,0,0,0,0,0.027,0.008,0,0.224,0
Dry2015,SAL_4S,SAL4,6,0,0,0,0.004,0.031,0,0.002,0,0.264,0.008,0,0.012,0.004,0.004,0.031,0,0,0,0.004,0.143,0.004,0.023,0.016,0,0.019,0,0,0.004,0.004,0.012,0.008,0.078,0,0.008,0.031,0.031,0.027,0.058,0,0.031,0,0.027,0.002,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0.019,0,0.043,0.008
Dry2015,SAL_5W,SAL5,7,0,0,0,0,0.023,0,0,0,0.076,0.023,0,0.006,0.002,0,0.511,0,0.004,0,0,0.019,0,0.015,0,0,0.004,0,0,0,0,0,0.073,0.027,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0.111,0,0.031,0,0,0,0,0,0,0,0.027,0,0,0.004,0
Dry2015,SAL_5N,SAL5,7,0,0,0,0,0.025,0,0,0,0.099,0.004,0,0.028,0.004,0.011,0.11,0,0,0,0,0.103,0.011,0.128,0.039,0,0.025,0,0,0,0.002,0.004,0.011,0.057,0,0.014,0,0.002,0,0,0.007,0,0,0.011,0.039,0,0,0.046,0,0,0.004,0,0,0,0,0,0.004,0.117,0.004,0,0.078,0
Dry2015,SAL_5C,SAL5,7,0,0,0,0.041,0.004,0.008,0,0,0.212,0.002,0.029,0.004,0.012,0,0.02,0,0,0,0,0.033,0.004,0.045,0,0,0.002,0,0,0,0.012,0.004,0.016,0.073,0,0.024,0,0.016,0.004,0,0.02,0.029,0.016,0.016,0.081,0,0,0,0,0,0.004,0,0.002,0,0,0,0.008,0.002,0.002,0,0.191,0
Dry2015,SAL_5S,SAL5,7,0,0,0.002,0.023,0.015,0.004,0,0,0.196,0.004,0.046,0.004,0.027,0,0.027,0,0,0,0,0.046,0,0.054,0.115,0,0,0,0,0,0.008,0.004,0.008,0.065,0,0.046,0,0.027,0,0,0.008,0.015,0.012,0.019,0.012,0.008,0,0.008,0,0,0.004,0,0,0.008,0,0,0.004,0,0.004,0,0.096,0.023
Dry2015,SAL_6N,SAL6,3,0,0,0,0,0,0,0,0,0.032,0,0,0.002,0.002,0,0.615,0.008,0.004,0.004,0.083,0,0,0,0,0,0.004,0.016,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0,0.008,0,0,0,0,0.028,0.008,0,0,0,0,0,0
Dry2015,SAL_6S,SAL6,3,0,0,0,0,0.016,0,0,0,0.129,0.008,0,0.002,0.004,0,0.39,0,0,0.004,0,0,0,0.039,0,0,0.051,0,0,0,0,0,0.055,0.004,0,0,0,0,0,0,0,0,0,0.109,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0.016,0,0,0.016,0
Dry2015,SAL_6SS1,SAL6,3,0,0,0,0,0.004,0,0.043,0.035,0.027,0.008,0,0.023,0,0,0.039,0,0,0,0,0.016,0,0.008,0,0,0,0,0,0,0,0,0.004,0,0,0,0.019,0,0,0,0.039,0,0.209,0.027,0,0,0.047,0,0,0,0,0,0,0,0,0,0.016,0.019,0.004,0,0.012,0
Dry2015,SAL_6SS2,SAL6,3,0,0,0.023,0.008,0.008,0,0,0,0.038,0,0,0.004,0,0,0.054,0,0,0,0,0.004,0,0.281,0,0,0.062,0,0,0,0,0,0.15,0.019,0,0,0,0,0,0,0,0,0,0.108,0,0,0,0.035,0,0,0,0,0,0,0.004,0,0,0.115,0,0,0.004,0
Wet2015,MPR_0,MPR,1,0,0,0,0,0,0,0,0,0.241,0,0,0.002,0.004,0,0.409,0.002,0,0,0.004,0,0,0,0,0,0.006,0,0,0.008,0,0,0.011,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0.283,0,0.008,0,0,0,0,0,0,0,0,0,0,0.004,0
Wet2015,MPR_1,MPR,1,0,0,0,0,0,0,0,0,0.026,0,0,0.004,0.004,0.002,0.125,0.004,0.018,0,0.349,0,0,0,0,0,0.004,0.007,0,0.004,0,0,0.007,0,0,0,0.048,0,0,0.002,0,0,0,0,0,0,0,0.301,0,0.059,0,0,0,0,0.007,0,0,0,0,0,0.018,0
Wet2015,MPR_2,MPR,1,0,0,0,0,0,0,0,0,0.103,0,0,0,0,0,0.586,0.004,0,0,0.032,0,0,0,0,0,0.008,0.002,0,0.008,0,0,0.004,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wet2015,MPR_3,MPR,1,0,0,0,0,0,0,0,0,0.077,0,0,0,0,0,0.533,0,0,0,0.069,0,0,0,0,0,0,0,0,0.006,0,0,0.004,0,0.004,0,0.004,0,0,0,0,0,0,0,0,0,0,0.297,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0
Wet2015,MPR_4,MPR,1,0,0,0,0,0,0,0,0,0.112,0,0,0.015,0,0.004,0.251,0.031,0.004,0.012,0.012,0,0,0,0,0,0,0,0,0.004,0,0,0.081,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0.266,0,0.181,0,0,0,0,0.008,0,0,0,0,0,0,0
Wet2015,MPR_5,MPR,1,0.004,0,0,0,0,0,0,0,0.042,0.004,0,0.004,0,0,0.344,0,0,0,0.027,0,0,0,0,0,0,0,0,0.011,0,0,0.004,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0.519,0,0.019,0,0,0,0,0,0.004,0,0,0,0,0,0
Wet2015,MPR_6,MPR,1,0,0,0,0,0,0,0,0,0.004,0,0,0.004,0.004,0,0.819,0,0,0,0.111,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0
Wet2015,MPR_7,MPR,1,0,0,0,0,0,0,0,0,0.108,0.008,0,0.002,0,0,0.628,0,0,0,0.008,0,0,0,0,0,0.004,0,0,0.002,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0.039,0,0,0,0.189,0,0.002,0,0,0,0,0,0.004,0,0,0,0,0.004,0
Wet2015,MPR_8,MPR,1,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.553,0,0,0,0,0,0,0.002,0,0,0.004,0,0,0.004,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0
Wet2015,MPR_9,MPR,1,0,0,0,0,0.004,0,0,0,0.1,0,0,0.004,0.006,0,0.128,0.016,0,0,0,0,0,0.24,0,0,0.156,0.004,0,0.006,0,0,0.256,0.004,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.024,0,0,0,0.004,0,0,0,0,0,0.036,0,0,0.004,0
Wet2015,MPR_10,MPR,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
Wet2015,MPR_11,MPR,1,0,0,0,0,0.004,0,0,0,0.107,0,0,0.024,0.008,0,0.051,0,0,0,0,0,0.008,0.055,0.002,0,0.269,0.002,0,0.004,0,0,0.13,0.008,0,0,0,0,0,0,0,0,0,0.083,0,0,0.004,0.032,0,0.012,0,0,0,0,0,0,0,0.178,0,0,0.008,0.008
Wet2015,MPR_12,MPR,1,0,0,0,0,0,0,0,0,0.02,0,0,0.012,0,0,0,0,0,0,0,0.016,0.002,0.204,0.008,0,0.188,0.031,0,0,0,0,0.317,0.11,0.006,0,0,0,0,0,0,0,0,0.012,0,0,0.008,0.02,0,0,0,0,0,0,0,0,0,0.031,0,0,0.012,0
Wet2015,MPR_13,MPR,1,0,0,0,0.02,0.012,0.004,0,0,0.117,0.02,0,0,0,0,0,0,0,0,0,0.004,0.024,0.239,0.012,0.012,0.178,0,0,0,0,0,0.045,0.17,0,0,0,0,0,0,0,0.004,0,0.028,0,0,0.004,0.024,0,0,0,0,0,0,0,0,0,0.065,0,0,0.004,0.004
Wet2015,SAL_1N,SAL1,2,0,0,0,0,0,0,0,0,0.015,0,0,0.004,0.011,0,0.247,0.018,0.007,0.015,0.011,0,0,0,0,0,0,0.004,0,0,0,0,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354,0,0.247,0,0,0,0,0.004,0,0,0,0,0,0,0
Wet2015,SAL_1C,SAL1,2,0,0,0,0,0,0,0,0,0.019,0.012,0,0.008,0,0,0.496,0.008,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0.132,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0
Wet2015,SAL_1S,SAL1,2,0,0,0,0,0,0,0,0,0.038,0,0,0.008,0,0,0.385,0.038,0,0.099,0.046,0,0,0,0,0,0,0.004,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.053,0,0.061,0,0,0,0,0.023,0.004,0,0,0,0,0,0
Wet2015,SAL_1SS1,SAL1,2,0,0,0,0,0,0,0,0,0.107,0,0,0,0.004,0,0.218,0.012,0.012,0.012,0.016,0,0,0,0,0,0.29,0.008,0,0.012,0,0,0.254,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0.044,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0
Wet2015,SAL_1SS2,SAL1,2,0.008,0,0,0,0.103,0,0,0,0.015,0.002,0,0.019,0,0.008,0.008,0,0,0,0,0,0,0.011,0,0,0.13,0,0,0,0,0,0.562,0.05,0.015,0,0,0,0,0,0,0,0,0.008,0,0,0,0.038,0,0.011,0,0,0,0,0,0,0,0.008,0,0,0.004,0
Wet2015,SAL_2N,SAL2,4,0,0,0,0,0.011,0,0,0,0.096,0.007,0,0.018,0.015,0,0.111,0,0,0,0,0,0,0.004,0,0,0.24,0,0,0.004,0,0,0.296,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0.144,0,0,0,0,0,0,0.022,0,0,0.022,0,0,0.002,0
Wet2015,SAL_2C,SAL2,4,0,0,0,0,0.008,0,0,0,0.384,0.016,0,0.004,0,0.002,0.004,0,0,0,0,0.012,0.016,0.008,0,0,0.004,0,0,0,0,0,0.04,0.004,0,0.004,0.004,0,0,0,0,0,0,0.166,0.139,0,0,0.111,0,0,0,0,0,0,0,0,0,0.012,0,0,0.063,0
Wet2015,SAL_2S,SAL2,4,0,0,0,0,0.008,0,0,0.13,0.019,0.008,0,0.002,0,0.004,0,0,0,0,0,0,0.069,0.011,0,0,0,0,0,0,0,0,0.002,0.011,0,0.008,0,0,0.004,0,0.019,0,0.019,0,0.586,0.004,0,0.004,0,0,0,0,0,0,0,0,0,0.027,0,0,0.057,0.008
Wet2015,SAL_2SS1,SAL2,4,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
Wet2015,SAL_3N,SAL3,5,0,0,0,0,0.034,0,0,0,0.046,0,0,0.008,0.008,0,0.149,0.008,0,0.004,0,0,0,0,0,0,0.008,0.002,0,0.008,0,0,0.405,0,0,0.004,0,0,0,0,0,0,0,0.015,0,0,0,0.207,0,0,0,0,0,0,0,0,0,0.08,0,0,0.011,0
Wet2015,SAL_3C,SAL3,5,0,0,0,0,0,0,0,0,0.012,0.002,0,0.004,0,0,0,0,0,0,0,0.004,0.004,0.015,0,0,0.004,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0.004,0,0,0.089,0.786,0,0,0.015,0,0,0,0,0,0,0,0,0,0.035,0,0,0.012,0
Wet2015,SAL_3S,SAL3,5,0,0,0,0,0.004,0,0,0.2,0,0.008,0,0,0,0,0.012,0,0,0,0,0,0.176,0.008,0.008,0,0,0,0,0,0.002,0,0.02,0.008,0,0.032,0,0.02,0,0,0,0,0,0.028,0.22,0.048,0,0,0,0,0,0,0,0,0,0,0,0.004,0.12,0,0.068,0.008
Wet2015,SAL_4N,SAL4,6,0,0,0,0,0,0,0,0,0.216,0,0,0,0,0,0.313,0.008,0,0.004,0,0,0,0,0,0,0.008,0,0,0.004,0,0,0.097,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0.309,0,0.031,0,0,0,0,0,0,0,0,0,0,0.008,0
Wet2015,SAL_4C,SAL4,6,0,0,0,0.004,0,0,0,0.232,0,0.011,0,0,0,0,0,0,0,0,0,0.011,0.026,0.03,0.022,0,0,0,0,0,0,0,0,0.004,0,0.004,0,0,0.004,0,0.034,0.006,0.022,0.026,0.464,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0.002,0,0.09,0.004
Wet2015,SAL_4S,SAL4,6,0,0,0,0.004,0,0,0,0.416,0.008,0.031,0.008,0.023,0.004,0.002,0,0,0,0,0,0.015,0.002,0.011,0.004,0,0,0,0,0,0.008,0,0,0.057,0,0.008,0,0.031,0,0,0.011,0.019,0,0.008,0.008,0.011,0,0.004,0,0,0,0,0,0.002,0,0,0.002,0,0.172,0,0.122,0.011
Wet2015,SAL_5W,SAL5,7,0,0,0,0,0.004,0.002,0,0,0.293,0.012,0,0.015,0.012,0.004,0.227,0.004,0,0,0,0.015,0,0.002,0,0.004,0.004,0,0,0,0,0,0.15,0.019,0,0,0,0,0.002,0,0,0,0,0.019,0.035,0,0,0.077,0,0.008,0,0,0,0,0,0,0,0.015,0,0,0.077,0
Wet2015,SAL_5N,SAL5,7,0,0.004,0,0,0.004,0,0,0.059,0.188,0.002,0,0.026,0.004,0.002,0.015,0,0,0,0,0.004,0.004,0.037,0.007,0,0.074,0,0,0,0,0.002,0.015,0.033,0.004,0,0,0.004,0,0,0.007,0.004,0,0.033,0.185,0.004,0,0.207,0,0,0,0,0,0,0,0,0,0.004,0.006,0,0.063,0
Wet2015,SAL_5C,SAL5,7,0,0,0,0.004,0.002,0.004,0,0.412,0.007,0.018,0.007,0.011,0.002,0,0,0,0,0,0,0.015,0.004,0.04,0.04,0,0,0,0,0,0.002,0,0,0.058,0,0.007,0,0.033,0.004,0,0.011,0.018,0,0.004,0.007,0.007,0,0.004,0,0,0.004,0,0.004,0.004,0,0,0.007,0,0.135,0,0.088,0.036
Wet2015,SAL_5S,SAL5,7,0,0,0,0.015,0,0.004,0,0.277,0.002,0.023,0.008,0,0.008,0,0.004,0,0,0,0,0.015,0.015,0.002,0.027,0.004,0,0,0,0,0.011,0,0.008,0.011,0,0.008,0,0.023,0.004,0,0.042,0.053,0.015,0.008,0,0.015,0,0,0,0,0,0,0,0.008,0,0,0.002,0,0.292,0,0.072,0.019
Wet2015,SAL_6N,SAL6,7,0,0,0,0,0,0,0,0,0.02,0,0,0.004,0,0,0.531,0.02,0,0.028,0.031,0,0,0.004,0.002,0,0,0.004,0,0,0,0,0.024,0.012,0,0,0.012,0,0,0,0,0,0,0,0.002,0,0,0.283,0,0.008,0,0,0,0,0,0,0,0.008,0,0,0.004,0
Wet2015,SAL_6S,SAL6,3,0,0.004,0,0,0.019,0,0,0.111,0.295,0.015,0,0.015,0.004,0.002,0.027,0.004,0,0,0,0.008,0.042,0.019,0,0.011,0.023,0,0,0,0,0,0.073,0.023,0.004,0,0,0,0.002,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.031,0,0,0.157,0.004
Wet2015,SAL_6SS1,SAL6,3,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
